index,time_s,adc,voltage_v
188,0.078333333,1870,-2.496864517
189,0.078750000,1915,-1.916352700
190,0.079166667,1963,-1.297140095
191,0.079583333,2013,-0.652126965
192,0.080000000,2064,0.005786428
193,0.080416667,2114,0.650799558
194,0.080833333,2164,1.295812688
195,0.081250000,2212,1.915025292
196,0.081666667,2257,2.495537110
197,0.082083333,2299,3.037348139
198,0.082500000,2338,3.540458380
199,0.082916667,2371,3.966167046
200,0.083333333,2399,4.327374399
201,0.083750000,2422,4.624080438
202,0.084166667,2438,4.830484640
203,0.084583333,2448,4.959487266
204,0.085000000,2451,4.998188054
205,0.085416667,2448,4.959487266
206,0.085833333,2438,4.830484640
207,0.086250000,2422,4.624080438
208,0.086666667,2399,4.327374399
209,0.087083333,2371,3.966167046
210,0.087500000,2338,3.540458380
211,0.087916667,2299,3.037348139
212,0.088333333,2257,2.495537110
213,0.088750000,2212,1.915025292
214,0.089166667,2164,1.295812688
215,0.089583333,2114,0.650799558
216,0.090000000,2064,0.005786428
217,0.090416667,2013,-0.652126965
218,0.090833333,1963,-1.297140095
219,0.091250000,1915,-1.916352700
220,0.091666667,1870,-2.496864517
221,0.092083333,1828,-3.038675546
222,0.092500000,1789,-3.541785787
223,0.092916667,1756,-3.967494453
224,0.093333333,1728,-4.328701806
225,0.093750000,1705,-4.625407846
226,0.094166667,1689,-4.831812047
227,0.094583333,1679,-4.960814673
228,0.095000000,1676,-4.999515461
229,0.095416667,1679,-4.960814673
230,0.095833333,1689,-4.831812047
231,0.096250000,1705,-4.625407846
232,0.096666667,1728,-4.328701806
233,0.097083333,1756,-3.967494453
234,0.097500000,1789,-3.541785787
235,0.097916667,1828,-3.038675546
236,0.098333333,1870,-2.496864517
237,0.098750000,1915,-1.916352700
238,0.099166667,1963,-1.297140095
239,0.099583333,2013,-0.652126965
